# stan_version_major = 2
# stan_version_minor = 30
# stan_version_patch = 0
# model = trueskills_model
# start_datetime = 2023-01-12 09:11:41 UTC
# method = variational
#   variational
#     algorithm = meanfield (Default)
#       meanfield
#     iter = 10000 (Default)
#     grad_samples = 1 (Default)
#     elbo_samples = 100 (Default)
#     eta = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       iter = 50 (Default)
#     tol_rel_obj = 0.01 (Default)
#     eval_elbo = 100 (Default)
#     output_samples = 1000 (Default)
# id = 1 (Default)
# data
#   file =  (Default)
# init = 2 (Default)
# random
#   seed = 2892587329 (Default)
# output
#   file = examples\trueskills\trueskillsvar.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.30.1
# stancflags = 
lp__,log_p__,log_g__,skillA,skillB,skillC,perfA,perfB,perfC
# Stepsize adaptation complete.
# eta = 1
0,-47.1718,-1.07126,63.1701,53.4079,57.7761,40.4659,35.0466,37.6727
0,-44.0384,-2.35127,74.5454,64.7633,58.0788,37.4216,35.2892,36.3993
0,-40.4534,-0.472787,60.5568,65.4902,62.0597,50.1311,46.8017,46.0442
0,-40.7523,-3.2393,65.6043,49.2218,71.0483,58.5858,48.3087,55.564
0,-45.2346,-1.14865,57.4489,68.219,57.5315,38.2399,30.3953,32.2216
0,-37.3719,-3.6997,52.5834,79.0361,70.132,57.4871,51.1028,51.6325
0,-53.4104,-5.11376,58.3264,73.7357,58.242,25.0144,13.121,2.1661
0,-45.0047,-9.11607,53.7467,70.7405,59.8581,70.1345,69.767,68.7163
0,-38.1399,-3.04101,71.4351,58.9858,70.6019,55.446,54.4811,53.8086
0,-33.9943,-1.86011,70.417,78.3981,71.6421,48.2575,45.8226,42.9372
0,-37.3335,-1.40235,70.5367,74.3732,63.9328,44.7415,42.8484,34.1568
0,-42.3593,-4.61614,83.1579,71.9553,68.608,36.198,25.4601,10.7383
0,-43.1449,-1.54069,72.2798,68.2462,51.0265,41.0732,37.6326,34.3522
0,-36.4309,-1.31083,66.3823,66.5846,67.3489,50.6707,34.66,43.0428
0,-52.9829,-3.93561,47.8048,61.9956,49.7166,45.9448,39.3478,44.4977
0,-35.3103,-2.06579,64.7961,71.8088,65.932,58.9161,55.3003,56.7012
0,-37.0572,-1.69931,64.5961,72.521,77.8872,42.9691,35.2849,38.3282
0,-49.5304,-2.92624,48.6497,56.0407,69.5167,36.733,26.4206,31.6485
0,-54.0788,-7.19541,51.3769,45.8078,68.1818,51.1217,-8.35538,36.7175
0,-50.6086,-3.79091,62.1636,44.0481,75.24,34.1121,30.1981,31.8854
0,-43.1985,-1.68664,57.7276,68.4702,71.0171,37.6073,35.6729,27.2687
0,-49.4954,-4.69442,65.6001,78.2603,44.949,36.1948,26.9485,34.9039
0,-38.5003,-1.13956,67.8812,68.9448,61.7859,47.6353,46.1675,37.7204
0,-52.5194,-3.95751,51.6487,51.0226,59.3229,42.0608,35.5109,14.4402
0,-56.3498,-5.5674,56.9442,51.2453,44.2394,35.8014,17.0829,23.455
0,-44.7893,-1.35301,64.4168,57.6541,63.4572,38.7528,31.4933,37.4943
0,-42.8441,-1.24917,61.8484,64.2534,68.4587,37.4315,23.9205,29.1239
0,-47.4582,-2.05197,54.0801,59.129,56.6703,48.7207,42.5687,47.1891
0,-35.0833,-1.21451,69.1874,75.3154,69.936,46.6827,42.8517,38.1868
0,-41.6033,-0.989174,71.3628,64.1813,53.4732,47.6438,43.9671,43.8046
0,-38.9471,-1.40934,73.2295,62.228,68.5724,44.0816,42.7405,34.7728
0,-44.6573,-5.88876,79.5358,63.6636,43.9082,50.8931,23.7333,39.6455
0,-43.5385,-3.69582,76.5557,53.1369,72.4519,40.0696,38.1978,39.2439
0,-134.413,-8.95886,62.4014,71.5233,50.8111,44.3987,36.0739,-155.46
0,-43.1835,-2.43067,64.7426,74.2331,53.7913,45.6363,23.1018,41.5251
0,-47.0058,-5.58369,43.2891,82.0556,64.708,46.1625,31.2295,38.1846
0,-41.5394,-1.8932,79.9498,66.9878,54.6496,41.1391,37.3971,37.0382
0,-50.8049,-3.07025,61.741,67.8709,55.1166,33.9062,2.54691,29.2399
0,-42.3906,-2.73376,66.479,79.1116,59.0484,39.0523,35.7926,38.0744
0,-31.7676,-3.91607,72.2705,71.6574,73.9129,58.6371,51.2211,57.6711
0,-40.5727,-7.22101,75.2937,49.9233,70.5198,68.9972,67.4094,67.7373
0,-38.3021,-1.14161,60.6805,76.9815,64.1084,46.9327,41.0716,41.184
0,-46.8535,-3.51272,54.3999,76.7907,72.8997,29.4184,26.4129,24.1524
0,-50.3145,-4.99517,73.3515,44.5338,54.1279,50.3898,46.8515,49.6856
0,-36.3704,-3.41618,71.5533,73.2107,59.7905,55.9307,46.497,55.09
0,-41.8059,-1.54434,61.5595,71.8244,61.9694,41.0776,26.5031,30.2529
0,-37.7864,-1.10982,61.2754,71.8877,73.2828,45.8654,43.1308,42.3071
0,-37.0502,-0.763039,65.1264,63.5487,66.9036,53.1854,45.4178,49.1544
0,-35.9671,-3.16308,62.2526,83.249,62.1326,55.8861,53.5715,49.6556
0,-46.9001,-2.29462,67.5752,58.2036,55.0525,40.0325,39.3126,36.245
0,-43.0725,-0.561114,65.9197,67.4106,56.1083,40.4737,37.0631,36.7513
0,-41.7537,-0.751826,64.2834,68.0792,56.4744,45.3747,37.6546,42.7542
0,-58.8532,-5.03816,56.5012,40.009,56.0329,30.8993,27.7608,27.2087
0,-40.6785,-1.49745,68.7262,74.3301,64.6215,37.2489,34.8314,25.8891
0,-68.9993,-10.3537,61.9287,59.2541,47.3866,15.08,-24.3951,13.8817
0,-37.445,-1.90808,66.7142,57.1228,69.9666,58.7993,53.7734,54.7047
0,-41.3973,-2.65662,76.8919,58.04,69.1086,40.6587,15.1806,34.6612
0,-33.4733,-2.58351,65.8869,76.485,68.4379,56.8204,44.842,54.0431
0,-41.601,-0.325955,63.4358,57.4573,66.2147,45.6795,41.4122,40.0351
0,-43.2421,-4.71004,87.6222,61.0029,53.4174,43.0521,41.5439,30.7499
0,-44.5247,-2.31951,65.5133,61.994,77.3438,30.8702,24.1344,27.4015
0,-45.8384,-1.41114,63.1159,52.2997,56.1394,50.2533,45.7011,44.4602
0,-46.4328,-3.04001,51.0367,67.482,56.6299,52.5571,51.4688,48.3622
0,-38.8959,-2.99984,65.5079,80.827,62.457,46.2196,40.4578,45.3769
0,-53.1121,-4.61607,73.9154,43.8342,53.9124,35.8197,31.1505,34.7275
0,-63.1345,-8.02189,49.7868,74.1814,40.5014,35.9042,-3.6362,31.7244
0,-50.1733,-4.51074,78.625,61.498,51.4486,28.8636,20.5098,27.6026
0,-40.742,-2.84673,61.2651,68.5553,79.8193,40.3454,39.3442,36.7996
0,-44.6704,-1.07962,59.4019,58.4502,59.0004,44.6505,40.4509,32.0953
0,-37.8424,-4.07208,65.4508,67.5882,59.6122,62.7398,41.6661,61.0138
0,-45.7185,-2.31623,60.3132,65.3104,48.1451,46.7587,38.8628,35.6689
0,-38.2655,-2.92931,66.8755,57.1429,82.7859,49.7896,45.8791,47.7088
0,-39.3402,-0.519385,65.4648,63.8904,60.6634,50.125,41.7067,46.154
0,-37.3166,-6.73544,63.6192,65.4244,92.451,53.2529,51.9251,39.9914
0,-36.9813,-0.825074,73.9053,66.9396,61.2797,48.8985,41.2922,45.1017
0,-42.4176,-1.17769,66.0619,63.4852,67.8419,36.5753,27.2772,24.7145
0,-41.027,-1.08835,65.6005,60.0378,74.9907,39.5892,33.446,36.6765
0,-47.4454,-3.28185,52.2455,65.1082,74.0819,34.2744,16.5959,31.2932
0,-40.1916,-1.97336,68.2425,66.2375,59.7733,47.1039,22.9833,36.2292
0,-54.1095,-4.78983,51.8033,71.0717,58.9619,39.2117,35.9333,-12.6104
0,-47.2022,-5.80352,60.8485,77.8147,48.4496,46.9841,46.4145,46.0331
0,-55.0724,-5.86651,73.1863,35.9512,52.8738,39.0847,28.2849,31.2667
0,-44.736,-4.63974,62.792,88.9112,55.1517,39.2972,35.8036,37.9406
0,-42.409,-2.47441,72.4418,50.182,62.0866,54.2922,47.8343,52.441
0,-49.548,-7.49592,79.3035,46.8511,55.9754,52.2903,36.8841,-3.90085
0,-45.1689,-6.50921,87.8848,67.2377,44.246,46.4968,26.8135,42.0656
0,-43.0614,-1.94467,59.1959,70.9792,61.4891,42.0719,41.2976,36.8881
0,-38.1328,-2.95878,83.7343,66.6373,63.3459,45.5903,44.4798,42.1461
0,-43.5372,-4.78489,50.3728,86.1086,65.5534,45.9487,43.2954,44.5403
0,-40.074,-1.06884,64.0693,73.5745,68.9128,38.7602,36.3755,31.81
0,-46.0683,-4.14835,53.577,56.7206,56.9426,62.1497,48.9501,57.1697
0,-38.5,-2.25911,69.2031,63.7722,75.6768,46.0853,43.8684,26.3769
0,-39.0934,-0.83705,70.3789,72.6037,62.4248,41.326,32.4465,37.716
0,-38.0469,-2.87205,70.1473,60.9956,78.3545,45.2352,34.5411,44.1672
0,-45.3536,-1.62825,66.6621,50.3113,60.3492,48.1994,42.8711,46.3853
0,-39.7975,-0.557075,58.4958,65.6901,68.1566,47.9605,44.0806,42.3386
0,-45.0609,-1.73884,53.9098,55.2228,67.9122,47.7919,39.7672,45.1833
0,-38.1243,-2.4519,69.7874,54.4971,69.3158,53.3841,32.6515,48.0176
0,-44.4973,-4.41404,43.1955,71.8609,69.8385,55.1579,50.556,51.7929
0,-40.5533,-1.43061,63.7479,76.1912,70.402,36.6325,30.5577,32.3764
0,-43.3267,-0.624568,64.7221,66.0388,64.1241,34.6212,29.2075,29.0925
0,-38.8982,-1.65895,74.0747,72.2273,71.9247,36.7056,29.0241,31.529
0,-37.5495,-2.79228,69.4174,72.1374,63.901,48.5727,47.8547,33.7646
0,-50.5693,-5.78177,71.8844,75.913,43.2654,33.7662,30.6618,32.9418
0,-39.2199,-1.8939,61.4549,69.343,78.5724,41.2303,31.5436,37.5584
0,-36.1026,-1.24916,63.6526,73.4528,68.5612,50.8991,44.9143,48.7405
0,-37.5319,-1.3599,64.7845,75.7879,60.5815,48.5598,43.8465,37.2756
0,-46.603,-5.29671,70.4095,78.3771,41.485,47.9421,46.7472,45.2848
0,-47.2004,-2.44291,49.4043,61.2081,59.6416,53.0443,48.8581,50.4965
0,-42.4555,-6.3548,52.4195,92.081,57.2498,55.6502,51.1299,52.4834
0,-44.0513,-2.30926,65.7383,67.8035,54.8052,43.6558,40.7623,42.8995
0,-49.0807,-3.87226,61.108,45.4852,72.9268,41.6029,40.774,33.4337
0,-29.4979,-3.9371,73.8542,79.3442,71.4368,59.0919,47.0437,53.6403
0,-36.0394,-7.29156,78.7563,81.5341,89.4275,42.3445,29.3721,39.8261
0,-46.6629,-1.98398,62.7206,49.7506,67.5751,43.376,42.0905,40.5145
0,-37.215,-2.11074,69.5001,62.1401,61.5374,55.47,35.9319,48.802
0,-42.7094,-2.9321,76.2692,69.242,67.5854,38.8419,6.29625,33.9982
0,-44.5824,-1.60985,62.6147,53.3383,74.421,39.3665,36.4128,36.4635
0,-48.5933,-3.45023,51.5182,56.4195,69.1158,41.8132,39.6144,41.0157
0,-56.7136,-6.8495,69.1515,66.1762,36.2355,29.4718,14.2511,23.6673
0,-34.6548,-2.31655,67.4638,70.4088,80.006,48.5573,41.4169,46.4064
0,-52.1519,-4.44245,53.0344,49.6179,53.7249,53.1526,39.0034,51.6126
0,-45.2319,-1.07952,65.2618,67.6666,58.3146,33.0208,27.3274,29.2528
0,-51.2758,-3.33128,61.1484,58.2989,53.8942,33.6842,32.7351,32.2473
0,-34.5225,-3.14938,74.7415,82.2269,59.9923,51.2693,41.1877,43.3886
0,-44.9227,-1.20441,70.4842,60.1642,60.0475,33.8807,24.9403,29.0735
0,-41.7279,-2.0616,72.8915,60.2608,57.0858,43.753,29.8321,28.4712
